epoch,loss_cls_epoch,loss_cls_step,lr_epoch,lr_step,step,train_acc0_epoch,train_acc0_step,train_acc1_epoch,train_acc1_step,train_acc2_epoch,train_acc2_step,train_acc3_epoch,train_acc3_step,train_acc_epoch,train_acc_step,train_loss0_epoch,train_loss0_step,train_loss1_epoch,train_loss1_step,train_loss2_epoch,train_loss2_step,train_loss3_epoch,train_loss3_step,train_loss_epoch,train_loss_step,val_acc,val_acc0,val_acc1,val_acc2,val_acc3,val_loss,val_loss0,val_loss1,val_loss2,val_loss3
0,,3.3205831050872803,,0.0005000000237487257,49,,0.699999988079071,,0.5666666626930237,,0.5333333611488342,,0.7166666388511658,,0.6291666626930237,,0.8203012943267822,,0.8812845945358276,,0.9812682867050171,,0.6377289295196533,,3.3205831050872803,,,,,,,,,,
0,,3.6060776710510254,,0.0005000000237487257,99,,0.6000000238418579,,0.44999998807907104,,0.5166666507720947,,0.699999988079071,,0.5666666626930237,,0.8649225831031799,,1.0088642835617065,,1.0214558839797974,,0.7108350992202759,,3.6060776710510254,,,,,,,,,,
0,,3.239635467529297,,0.0005000000237487257,149,,0.6166666746139526,,0.5166666507720947,,0.4166666567325592,,0.8500000238418579,,0.6000000238418579,,0.8314506411552429,,0.9464528560638428,,1.047814965248108,,0.4139169454574585,,3.239635467529297,,,,,,,,,,
0,,3.0593855381011963,,0.0005000000237487257,199,,0.75,,0.6166666746139526,,0.550000011920929,,0.8166666626930237,,0.6833333373069763,,0.7011844515800476,,0.875897228717804,,0.9925130009651184,,0.4897908866405487,,3.0593855381011963,,,,,,,,,,
0,,3.190002918243408,,0.0005000000237487257,249,,0.5666666626930237,,0.5333333611488342,,0.5333333611488342,,0.8166666626930237,,0.612500011920929,,0.913290798664093,,0.8876744508743286,,0.9863169193267822,,0.40272057056427,,3.190002918243408,,,,,,,,,,
0,,2.849781036376953,,0.0005000000237487257,299,,0.699999988079071,,0.6000000238418579,,0.46666666865348816,,0.8500000238418579,,0.6541666388511658,,0.7020277380943298,,0.78070068359375,,0.9954935908317566,,0.3715588450431824,,2.849781036376953,,,,,,,,,,
0,,,,,322,,,,,,,,,,,,,,,,,,,,,0.6198444366455078,0.5786902904510498,0.59913170337677,0.5598769783973694,0.7416787147521973,3.2908008098602295,0.8769353628158569,0.8541653752326965,0.9433388113975525,0.6163604259490967
0,3.28351092338562,,0.000500000489410013,,322,0.6088484525680542,,0.5688443183898926,,0.538763701915741,,0.7510854005813599,,0.6168854832649231,,0.8441643714904785,,0.9066113829612732,,0.986636221408844,,0.5460987091064453,,3.28351092338562,,,,,,,,,,,
1,,2.7195236682891846,,0.0005000000237487257,349,,0.6666666865348816,,0.6499999761581421,,0.6000000238418579,,0.8333333134651184,,0.6875,,0.700463593006134,,0.7002539038658142,,0.8477588891983032,,0.4710472524166107,,2.7195236682891846,,,,,,,,,,
1,,2.7794077396392822,,0.0005000000237487257,399,,0.7666666507720947,,0.5833333134651184,,0.550000011920929,,0.7333333492279053,,0.6583333611488342,,0.6565295457839966,,0.7348480224609375,,0.9540883302688599,,0.43394190073013306,,2.7794077396392822,,,,,,,,,,
1,,2.5795538425445557,,0.0005000000237487257,449,,0.7666666507720947,,0.7333333492279053,,0.6333333253860474,,0.699999988079071,,0.7083333134651184,,0.6041310429573059,,0.6733540892601013,,0.8012929558753967,,0.5007758736610413,,2.5795538425445557,,,,,,,,,,
1,,2.604738473892212,,0.0005000000237487257,499,,0.7333333492279053,,0.6499999761581421,,0.6000000238418579,,0.75,,0.6833333373069763,,0.5916598439216614,,0.650851845741272,,0.8639882206916809,,0.4982385039329529,,2.604738473892212,,,,,,,,,,
1,,2.5231916904449463,,0.0005000000237487257,549,,0.8666666746139526,,0.6499999761581421,,0.5166666507720947,,0.8500000238418579,,0.7208333611488342,,0.46579691767692566,,0.7142344117164612,,0.9760792851448059,,0.3670812249183655,,2.5231916904449463,,,,,,,,,,
1,,2.5005135536193848,,0.0005000000237487257,599,,0.7833333611488342,,0.6666666865348816,,0.5833333134651184,,0.8500000238418579,,0.7208333611488342,,0.5768812298774719,,0.6863452196121216,,0.8686120510101318,,0.3686750531196594,,2.5005135536193848,,,,,,,,,,
1,,,,,645,,,,,,,,,,,,,,,,,,,,,0.7207850813865662,0.7324529886245728,0.7129160761833191,0.6248190999031067,0.8129522204399109,2.506343364715576,0.6083336472511292,0.6544328927993774,0.823902428150177,0.41967475414276123
1,2.5974392890930176,,0.000500000489410013,,645,0.7240541577339172,,0.6895803213119507,,0.5907070636749268,,0.8287678360939026,,0.7082773447036743,,0.6276732087135315,,0.6958284378051758,,0.8779260516166687,,0.39601215720176697,,2.5974392890930176,,,,,,,,,,,
2,,2.230497360229492,,0.0005000000237487257,649,,0.7666666507720947,,0.7666666507720947,,0.5,,0.9166666865348816,,0.737500011920929,,0.4612814486026764,,0.591996967792511,,0.867168664932251,,0.31005027890205383,,2.230497360229492,,,,,,,,,,
2,,2.1214756965637207,,0.0005000000237487257,699,,0.7666666507720947,,0.7666666507720947,,0.6833333373069763,,0.8833333253860474,,0.7749999761581421,,0.5271036624908447,,0.5079705119132996,,0.7896296381950378,,0.29677173495292664,,2.1214756965637207,,,,,,,,,,
2,,2.248636245727539,,0.0005000000237487257,749,,0.800000011920929,,0.7666666507720947,,0.6333333253860474,,0.8500000238418579,,0.762499988079071,,0.46809080243110657,,0.5611497163772583,,0.8828462958335876,,0.33654940128326416,,2.248636245727539,,,,,,,,,,
2,,2.5109786987304688,,0.0005000000237487257,799,,0.75,,0.75,,0.6166666746139526,,0.800000011920929,,0.7291666865348816,,0.6300405263900757,,0.6345372796058655,,0.8618757724761963,,0.3845251202583313,,2.5109786987304688,,,,,,,,,,
2,,2.024686098098755,,0.0005000000237487257,849,,0.8999999761581421,,0.8333333134651184,,0.5833333134651184,,0.9166666865348816,,0.8083333373069763,,0.34613627195358276,,0.4948430061340332,,0.849543035030365,,0.33416375517845154,,2.024686098098755,,,,,,,,,,
2,,2.1679482460021973,,0.0005000000237487257,899,,0.8999999761581421,,0.699999988079071,,0.5833333134651184,,0.8500000238418579,,0.7583333253860474,,0.38810092210769653,,0.6301643252372742,,0.8243728876113892,,0.3253101408481598,,2.1679482460021973,,,,,,,,,,
2,,2.013925552368164,,0.0005000000237487257,949,,0.7333333492279053,,0.7666666507720947,,0.7166666388511658,,0.8999999761581421,,0.7791666388511658,,0.530485212802887,,0.49988070130348206,,0.7386378049850464,,0.2449217587709427,,2.013925552368164,,,,,,,,,,
2,,,,,968,,,,,,,,,,,,,,,,,,,,,0.7155390977859497,0.7537988424301147,0.6850578784942627,0.6347684264183044,0.7885311245918274,2.719517707824707,0.5995291471481323,0.75082927942276,0.8222457766532898,0.5469138622283936
2,2.1573760509490967,,0.000500000489410013,,968,0.7910378575325012,,0.758372962474823,,0.6456481218338013,,0.8589001297950745,,0.7634897828102112,,0.48820385336875916,,0.5555471777915955,,0.7825425863265991,,0.33108198642730713,,2.1573760509490967,,,,,,,,,,,
3,,1.8130654096603394,,0.0005000000237487257,999,,0.7833333611488342,,0.9166666865348816,,0.6166666746139526,,0.8999999761581421,,0.8041666746139526,,0.5088746547698975,,0.2862290143966675,,0.7157045006752014,,0.3022572100162506,,1.8130654096603394,,,,,,,,,,
3,,1.8653615713119507,,0.0005000000237487257,1049,,0.8666666746139526,,0.75,,0.7333333492279053,,0.8833333253860474,,0.8083333373069763,,0.3316141366958618,,0.4855102002620697,,0.7470768094062805,,0.3011604845523834,,1.8653615713119507,,,,,,,,,,
3,,1.770397424697876,,0.0005000000237487257,1099,,0.8666666746139526,,0.8666666746139526,,0.6833333373069763,,0.8666666746139526,,0.8208333253860474,,0.37156495451927185,,0.4322766065597534,,0.6596804261207581,,0.30687543749809265,,1.770397424697876,,,,,,,,,,
3,,1.620660662651062,,0.0005000000237487257,1149,,0.8500000238418579,,0.8500000238418579,,0.75,,0.8833333253860474,,0.8333333134651184,,0.36957937479019165,,0.40471377968788147,,0.6310941576957703,,0.21527327597141266,,1.620660662651062,,,,,,,,,,
3,,1.7733739614486694,,0.0005000000237487257,1199,,0.8500000238418579,,0.7166666388511658,,0.7333333492279053,,0.8999999761581421,,0.800000011920929,,0.4272657334804535,,0.5367817282676697,,0.615200936794281,,0.19412557780742645,,1.7733739614486694,,,,,,,,,,
3,,1.70493483543396,,0.0005000000237487257,1249,,0.7833333611488342,,0.8666666746139526,,0.7333333492279053,,0.8833333253860474,,0.8166666626930237,,0.43544578552246094,,0.410134494304657,,0.62115478515625,,0.23819971084594727,,1.70493483543396,,,,,,,,,,
3,,,,,1291,,,,,,,,,,,,,,,,,,,,,0.7839634418487549,0.8053545355796814,0.7709840536117554,0.6789073944091797,0.8806078433990479,2.0300726890563965,0.47690069675445557,0.5502594709396362,0.7067792415618896,0.29613280296325684
3,1.7949410676956177,,0.000500000489410013,,1291,0.8386396765708923,,0.8211701512336731,,0.6906140446662903,,0.8813830614089966,,0.8079517483711243,,0.3863699734210968,,0.4258369207382202,,0.6928173899650574,,0.28991571068763733,,1.7949410676956177,,,,,,,,,,,
4,,1.2887629270553589,,0.0005000000237487257,1299,,0.8999999761581421,,0.9166666865348816,,0.7833333611488342,,0.9166666865348816,,0.8791666626930237,,0.28002968430519104,,0.254583477973938,,0.5597635507583618,,0.19438627362251282,,1.2887629270553589,,,,,,,,,,
4,,1.2283960580825806,,0.0005000000237487257,1349,,0.9166666865348816,,0.8500000238418579,,0.7833333611488342,,0.9333333373069763,,0.8708333373069763,,0.17008177936077118,,0.38854408264160156,,0.4903419613838196,,0.17942820489406586,,1.2283960580825806,,,,,,,,,,
4,,1.6470575332641602,,0.0005000000237487257,1399,,0.9166666865348816,,0.8833333253860474,,0.6666666865348816,,0.8833333253860474,,0.8374999761581421,,0.26575011014938354,,0.2965562641620636,,0.8615462183952332,,0.2232048064470291,,1.6470575332641602,,,,,,,,,,
4,,1.7023475170135498,,0.0005000000237487257,1449,,0.8666666746139526,,0.8333333134651184,,0.800000011920929,,0.7666666507720947,,0.8166666626930237,,0.4018149971961975,,0.3970259726047516,,0.47071951627731323,,0.4327869117259979,,1.7023475170135498,,,,,,,,,,
4,,1.4749529361724854,,0.0005000000237487257,1499,,0.9333333373069763,,0.8500000238418579,,0.6333333253860474,,0.8999999761581421,,0.8291666507720947,,0.21393080055713654,,0.34835734963417053,,0.7131317853927612,,0.19953301548957825,,1.4749529361724854,,,,,,,,,,
4,,1.227481484413147,,0.0005000000237487257,1549,,0.9166666865348816,,0.9166666865348816,,0.7833333611488342,,0.9666666388511658,,0.8958333134651184,,0.19575172662734985,,0.2576436698436737,,0.6077588200569153,,0.16632728278636932,,1.227481484413147,,,,,,,,,,
4,,1.8036640882492065,,0.0005000000237487257,1599,,0.8500000238418579,,0.8999999761581421,,0.6333333253860474,,0.8999999761581421,,0.8208333253860474,,0.35387319326400757,,0.32638901472091675,,0.7859199643135071,,0.33748185634613037,,1.8036640882492065,,,,,,,,,,
4,,,,,1614,,,,,,,,,,,,,,,,,,,,,0.8010582327842712,0.8198263645172119,0.8064399361610413,0.7027857899665833,0.8751809000968933,1.9191995859146118,0.4550500810146332,0.46231019496917725,0.6934268474578857,0.3084123432636261
4,1.450493574142456,,0.000500000489410013,,1614,0.8816415071487427,,0.868048369884491,,0.7519123554229736,,0.904641330242157,,0.8515608906745911,,0.2922435700893402,,0.3262201249599457,,0.5896059274673462,,0.24242471158504486,,1.450493574142456,,,,,,,,,,,
5,,1.0350475311279297,,0.0005000000237487257,1649,,0.949999988079071,,0.8833333253860474,,0.9166666865348816,,0.8833333253860474,,0.9083333611488342,,0.14928674697875977,,0.33356088399887085,,0.26927658915519714,,0.28292331099510193,,1.0350475311279297,,,,,,,,,,
5,,1.0864505767822266,,0.0005000000237487257,1699,,0.949999988079071,,0.9333333373069763,,0.800000011920929,,0.8833333253860474,,0.8916666507720947,,0.14133314788341522,,0.22419531643390656,,0.4958173632621765,,0.22510473430156708,,1.0864505767822266,,,,,,,,,,
