epoch,loss_cls_epoch,loss_cls_step,lr_epoch,lr_step,step,test_acc_epoch,test_acc_step,test_loss0,test_loss1,test_loss2,test_loss3,test_loss_epoch,test_loss_step,train_acc0_epoch,train_acc0_step,train_acc1_epoch,train_acc1_step,train_acc2_epoch,train_acc2_step,train_acc3_epoch,train_acc3_step,train_acc_epoch,train_acc_step,train_loss0_epoch,train_loss0_step,train_loss1_epoch,train_loss1_step,train_loss2_epoch,train_loss2_step,train_loss3_epoch,train_loss3_step,train_loss_epoch,train_loss_step,val_acc,val_acc0,val_acc1,val_acc2,val_acc3,val_loss,val_loss0,val_loss1,val_loss2,val_loss3
0,,3.6237070560455322,,0.00019999999494757503,49,,,,,,,,,,0.5666666626930237,,0.6000000238418579,,0.699999988079071,,0.44999998807907104,,0.5791666507720947,,0.9866709113121033,,0.952716052532196,,0.8131611943244934,,0.8711588382720947,,3.6237070560455322,,,,,,,,,,
0,,3.658053398132324,,0.00019999999494757503,99,,,,,,,,,,0.44999998807907104,,0.550000011920929,,0.6666666865348816,,0.5666666626930237,,0.5583333373069763,,0.9804890751838684,,0.9197275638580322,,0.9270589351654053,,0.8307780027389526,,3.658053398132324,,,,,,,,,,
0,,3.097823143005371,,0.00019999999494757503,149,,,,,,,,,,0.6499999761581421,,0.6499999761581421,,0.6166666746139526,,0.75,,0.6666666865348816,,0.8079083561897278,,0.8364807367324829,,0.859154999256134,,0.5942789912223816,,3.097823143005371,,,,,,,,,,
0,,3.2985358238220215,,0.00019999999494757503,199,,,,,,,,,,0.6000000238418579,,0.5833333134651184,,0.6166666746139526,,0.800000011920929,,0.6499999761581421,,0.8402007818222046,,0.9919031858444214,,0.9155670404434204,,0.5508647561073303,,3.2985358238220215,,,,,,,,,,
0,,2.9695334434509277,,0.00019999999494757503,249,,,,,,,,,,0.6499999761581421,,0.6333333253860474,,0.550000011920929,,0.8166666626930237,,0.6625000238418579,,0.7384469509124756,,0.8627212643623352,,0.900208055973053,,0.4681573808193207,,2.9695334434509277,,,,,,,,,,
0,,3.4701669216156006,,0.00019999999494757503,299,,,,,,,,,,0.5166666507720947,,0.38333332538604736,,0.6333333253860474,,0.7166666388511658,,0.5625,,0.8986648321151733,,1.0296458005905151,,0.8672764897346497,,0.6745798587799072,,3.4701669216156006,,,,,,,,,,
0,,,,,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.587716817855835,0.6537069082260132,0.5509815216064453,0.5694682598114014,0.5767105221748352,3.696509599685669,0.7764275074005127,0.9891161322593689,0.9458713531494141,0.9850953817367554
0,3.5147392749786377,,0.00020000053336843848,,306,,,,,,,,,0.5965151190757751,,0.5368908047676086,,0.5772937536239624,,0.6351755857467651,,0.5864688158035278,,0.867424726486206,,0.9461921453475952,,0.9490567445755005,,0.7520648837089539,,3.5147392749786377,,,,,,,,,,,
1,,2.7931652069091797,,0.00019999999494757503,349,,,,,,,,,,0.699999988079071,,0.6666666865348816,,0.5833333134651184,,0.7833333611488342,,0.6833333373069763,,0.6251142024993896,,0.8213751316070557,,0.8829153776168823,,0.4637604355812073,,2.7931652069091797,,,,,,,,,,
1,,2.653721809387207,,0.00019999999494757503,399,,,,,,,,,,0.7833333611488342,,0.7333333492279053,,0.5666666626930237,,0.800000011920929,,0.7208333611488342,,0.559405505657196,,0.6809207797050476,,0.8601381778717041,,0.5532575249671936,,2.653721809387207,,,,,,,,,,
