epoch,loss_cls_epoch,loss_cls_step,lr_epoch,lr_step,step,train_acc0_epoch,train_acc0_step,train_acc1_epoch,train_acc1_step,train_acc2_epoch,train_acc2_step,train_acc3_epoch,train_acc3_step,train_acc_epoch,train_acc_step,train_loss0_epoch,train_loss0_step,train_loss1_epoch,train_loss1_step,train_loss2_epoch,train_loss2_step,train_loss3_epoch,train_loss3_step,train_loss_epoch,train_loss_step,val_acc0,val_acc1,val_acc2,val_acc3,val_acc_epoch,val_acc_step,val_loss,val_loss0,val_loss1,val_loss2,val_loss3
0,,3.997061252593994,,0.00019999999494757503,49,,0.46875,,0.5078125,,0.671875,,0.5234375,,0.54296875,,1.0132174491882324,,1.0378679037094116,,0.9625072479248047,,0.9834685325622559,,3.997061252593994,,,,,,,,,,,
0,,3.879730224609375,,0.00019999999494757503,99,,0.6015625,,0.515625,,0.46875,,0.453125,,0.509765625,,0.9529266953468323,,0.9239476323127747,,0.9972150325775146,,1.005640983581543,,3.879730224609375,,,,,,,,,,,
0,,3.7437469959259033,,0.00019999999494757503,149,,0.5390625,,0.5234375,,0.5703125,,0.5390625,,0.54296875,,0.9164232611656189,,0.9369654059410095,,0.9297113418579102,,0.9606471061706543,,3.7437469959259033,,,,,,,,,,,
0,,3.6820881366729736,,0.00019999999494757503,199,,0.546875,,0.515625,,0.5703125,,0.578125,,0.552734375,,0.8897879719734192,,0.8871117234230042,,0.9468111991882324,,0.9583773612976074,,3.6820881366729736,,,,,,,,,,,
0,,3.5954160690307617,,0.00019999999494757503,249,,0.5625,,0.6875,,0.6015625,,0.5625,,0.603515625,,0.8230358958244324,,0.8744639158248901,,0.9356346130371094,,0.9622817039489746,,3.5954160690307617,,,,,,,,,,,
0,,3.510521411895752,,0.00019999999494757503,299,,0.6484375,,0.578125,,0.5625,,0.6171875,,0.6015625,,0.7460061311721802,,0.9002192616462708,,0.9442941546440125,,0.9200019240379333,,3.510521411895752,,,,,,,,,,,
0,,3.553767204284668,,0.00019999999494757503,349,,0.5859375,,0.625,,0.53125,,0.5078125,,0.5625,,0.8399169445037842,,0.8288518786430359,,0.9440741539001465,,0.9409239292144775,,3.553767204284668,,,,,,,,,,,
0,,3.5510501861572266,,0.00019999999494757503,399,,0.6796875,,0.6015625,,0.53125,,0.5234375,,0.583984375,,0.8061119318008423,,0.8341237902641296,,0.9591269493103027,,0.9516876339912415,,3.5510501861572266,,,,,,,,,,,
0,,3.4706764221191406,,0.00019999999494757503,449,,0.59375,,0.5234375,,0.5859375,,0.546875,,0.5625,,0.7546783089637756,,0.9107428789138794,,0.8854899406433105,,0.9197651147842407,,3.4706764221191406,,,,,,,,,,,
0,,3.3415133953094482,,0.00019999999494757503,499,,0.65625,,0.5703125,,0.6328125,,0.640625,,0.625,,0.7580609321594238,,0.875334620475769,,0.8577725887298584,,0.850345253944397,,3.3415133953094482,,,,,,,,,,,
0,,3.379974126815796,,0.00019999999494757503,549,,0.6171875,,0.546875,,0.5546875,,0.6171875,,0.583984375,,0.7532109022140503,,0.849921464920044,,0.9301682114601135,,0.8466733694076538,,3.379974126815796,,,,,,,,,,,
0,,3.3099138736724854,,0.00019999999494757503,599,,0.59375,,0.5078125,,0.5859375,,0.625,,0.578125,,0.7718405723571777,,0.833442211151123,,0.8630015254020691,,0.8416297435760498,,3.3099138736724854,,,,,,,,,,,
0,,3.263796329498291,,0.00019999999494757503,649,,0.578125,,0.640625,,0.5625,,0.6171875,,0.599609375,,0.7942087650299072,,0.7858044505119324,,0.8829553127288818,,0.8008276224136353,,3.263796329498291,,,,,,,,,,,
0,,3.2607359886169434,,0.00019999999494757503,699,,0.65625,,0.59375,,0.59375,,0.5859375,,0.607421875,,0.7379052639007568,,0.7975900173187256,,0.9030737280845642,,0.822167158126831,,3.2607359886169434,,,,,,,,,,,
0,,3.2266197204589844,,0.00019999999494757503,749,,0.71875,,0.5546875,,0.5859375,,0.6015625,,0.615234375,,0.7464315891265869,,0.7544040083885193,,0.9039889574050903,,0.8217954039573669,,3.2266197204589844,,,,,,,,,,,
0,,3.074946165084839,,0.00019999999494757503,799,,0.6875,,0.5703125,,0.65625,,0.5703125,,0.62109375,,0.7049148678779602,,0.740811824798584,,0.8144256472587585,,0.8147940039634705,,3.074946165084839,,,,,,,,,,,
0,,3.071834087371826,,0.00019999999494757503,849,,0.671875,,0.6796875,,0.609375,,0.6796875,,0.66015625,,0.7304579019546509,,0.7235615849494934,,0.8331961035728455,,0.7846183776855469,,3.071834087371826,,,,,,,,,,,
0,,3.128274440765381,,0.00019999999494757503,899,,0.734375,,0.6796875,,0.59375,,0.6640625,,0.66796875,,0.7252755165100098,,0.7767468094825745,,0.8780534863471985,,0.7481987476348877,,3.128274440765381,,,,,,,,,,,
0,,3.0464234352111816,,0.00019999999494757503,949,,0.703125,,0.6328125,,0.625,,0.6015625,,0.640625,,0.7002824544906616,,0.7068420052528381,,0.8376524448394775,,0.8016468286514282,,3.0464234352111816,,,,,,,,,,,
0,,3.0760836601257324,,0.00019999999494757503,999,,0.796875,,0.7109375,,0.546875,,0.6640625,,0.6796875,,0.6170649528503418,,0.7940676212310791,,0.8989157676696777,,0.7660353183746338,,3.0760836601257324,,,,,,,,,,,
0,,2.992189645767212,,0.00019999999494757503,1049,,0.7421875,,0.6953125,,0.546875,,0.5703125,,0.638671875,,0.6499075293540955,,0.721726655960083,,0.8541001081466675,,0.7664554119110107,,2.992189645767212,,,,,,,,,,,
0,,2.966348886489868,,0.00019999999494757503,1099,,0.6640625,,0.71875,,0.609375,,0.625,,0.654296875,,0.6763405799865723,,0.6773953437805176,,0.8609529733657837,,0.7516599893569946,,2.966348886489868,,,,,,,,,,,
0,,2.9881410598754883,,0.00019999999494757503,1149,,0.625,,0.6953125,,0.6640625,,0.578125,,0.640625,,0.7007027864456177,,0.6702286601066589,,0.8293651938438416,,0.7878443598747253,,2.9881410598754883,,,,,,,,,,,
0,,2.8396897315979004,,0.00019999999494757503,1199,,0.7578125,,0.6171875,,0.6796875,,0.5625,,0.654296875,,0.6419249176979065,,0.6710062026977539,,0.8170814514160156,,0.7096772193908691,,2.8396897315979004,,,,,,,,,,,
0,,2.945758581161499,,0.00019999999494757503,1249,,0.640625,,0.6171875,,0.5859375,,0.6875,,0.6328125,,0.7054705023765564,,0.7148984670639038,,0.8033373355865479,,0.7220521569252014,,2.945758581161499,,,,,,,,,,,
0,,2.940124750137329,,0.00019999999494757503,1299,,0.671875,,0.6640625,,0.671875,,0.71875,,0.681640625,,0.6850647926330566,,0.718410313129425,,0.8018661737442017,,0.7347831726074219,,2.940124750137329,,,,,,,,,,,
0,,2.814162254333496,,0.00019999999494757503,1349,,0.671875,,0.671875,,0.609375,,0.640625,,0.6484375,,0.6071786284446716,,0.6815838813781738,,0.8158982396125793,,0.7095016837120056,,2.814162254333496,,,,,,,,,,,
0,,2.8191070556640625,,0.00019999999494757503,1399,,0.7578125,,0.71875,,0.6171875,,0.625,,0.6796875,,0.6048017144203186,,0.6453980803489685,,0.8285090923309326,,0.7403982877731323,,2.8191070556640625,,,,,,,,,,,
0,,2.816159248352051,,0.00019999999494757503,1449,,0.703125,,0.78125,,0.7578125,,0.65625,,0.724609375,,0.7195597887039185,,0.6364720463752747,,0.768038272857666,,0.6920892000198364,,2.816159248352051,,,,,,,,,,,
,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.662109375,,,,,
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.662109375,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0.669921875,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.669921875,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,0.693359375,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,0.701171875,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,0.701171875,,,,,
,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,0.677734375,,,,,
,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,0.69140625,,,,,
,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,0.697265625,,,,,
,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,0.70703125,,,,,
,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,0.64453125,,,,,
,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,0.669921875,,,,,
,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,0.71484375,,,,,
,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,0.685546875,,,,,
,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,0.68359375,,,,,
,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,0.701171875,,,,,
,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,0.69140625,,,,,
,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,0.673828125,,,,,
,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,0.64453125,,,,,
,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,0.7109375,,,,,
,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,0.70703125,,,,,
,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,0.6796875,,,,,
,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,0.689453125,,,,,
,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,0.666015625,,,,,
,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,0.689453125,,,,,
,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,0.68359375,,,,,
,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,0.69921875,,,,,
,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,0.69921875,,,,,
,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,0.68359375,,,,,
,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,0.646484375,,,,,
,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,0.6875,,,,,
,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,0.640625,,,,,
,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,0.662109375,,,,,
,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,0.689453125,,,,,
,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,0.642578125,,,,,
,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,0.673828125,,,,,
,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,0.6875,,,,,
,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,0.67578125,,,,,
,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,0.69921875,,,,,
,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,0.666015625,,,,,
,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,0.6796875,,,,,
,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,0.69921875,,,,,
,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,0.689453125,,,,,
,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,0.6796875,,,,,
,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,0.6640625,,,,,
,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,0.6640625,,,,,
,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,0.712890625,,,,,
,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,0.681640625,,,,,
,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,0.673828125,,,,,
,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,0.689453125,,,,,
,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,0.66015625,,,,,
,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,0.669921875,,,,,
,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,0.6796875,,,,,
,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,0.662109375,,,,,
,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,0.6484375,,,,,
,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,0.6953125,,,,,
,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,0.67578125,,,,,
,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,0.677734375,,,,,
,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,0.68359375,,,,,
,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,0.654296875,,,,,
,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,0.685546875,,,,,
,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,0.6640625,,,,,
,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,0.68359375,,,,,
,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,0.71875,,,,,
,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,0.681640625,,,,,
,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,0.69921875,,,,,
,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,0.650390625,,,,,
,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,0.646484375,,,,,
,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,0.6640625,,,,,
,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,0.67578125,,,,,
