epoch,loss_cls_epoch,loss_cls_step,lr_epoch,lr_step,step,test_acc_epoch,test_acc_step,test_loss0,test_loss1,test_loss2,test_loss3,test_loss_epoch,test_loss_step,train_acc0_epoch,train_acc0_step,train_acc1_epoch,train_acc1_step,train_acc2_epoch,train_acc2_step,train_acc3_epoch,train_acc3_step,train_acc_epoch,train_acc_step,train_loss0_epoch,train_loss0_step,train_loss1_epoch,train_loss1_step,train_loss2_epoch,train_loss2_step,train_loss3_epoch,train_loss3_step,train_loss_epoch,train_loss_step,val_acc,val_acc0,val_acc1,val_acc2,val_acc3,val_loss,val_loss0,val_loss1,val_loss2,val_loss3
0,,3.6593618392944336,,0.00019999999494757503,49,,,,,,,,,,0.5166666507720947,,0.46666666865348816,,0.5666666626930237,,0.699999988079071,,0.5625,,0.9598958492279053,,1.0444773435592651,,0.9839340448379517,,0.6710548400878906,,3.6593618392944336,,,,,,,,,,
0,,2.905535936355591,,0.00019999999494757503,99,,,,,,,,,,0.6833333373069763,,0.7166666388511658,,0.550000011920929,,0.7166666388511658,,0.6666666865348816,,0.6435096859931946,,0.7030110955238342,,1.035855770111084,,0.5231593251228333,,2.905535936355591,,,,,,,,,,
0,,2.93868350982666,,0.00019999999494757503,149,,,,,,,,,,0.7666666507720947,,0.6499999761581421,,0.5,,0.75,,0.6666666865348816,,0.6343096494674683,,0.7728980779647827,,1.0366302728652954,,0.49484533071517944,,2.93868350982666,,,,,,,,,,
0,,2.8250715732574463,,0.00019999999494757503,199,,,,,,,,,,0.5833333134651184,,0.5166666507720947,,0.5833333134651184,,0.8666666746139526,,0.637499988079071,,0.8011131286621094,,0.832785427570343,,0.8895934820175171,,0.3015797734260559,,2.8250715732574463,,,,,,,,,,
0,,2.4965593814849854,,0.00019999999494757503,249,,,,,,,,,,0.699999988079071,,0.6000000238418579,,0.6166666746139526,,0.8833333253860474,,0.699999988079071,,0.6658152341842651,,0.7349662184715271,,0.8120776414871216,,0.283700168132782,,2.4965593814849854,,,,,,,,,,
0,,2.4135587215423584,,0.00019999999494757503,299,,,,,,,,,,0.7833333611488342,,0.6000000238418579,,0.6166666746139526,,0.8666666746139526,,0.7166666388511658,,0.5969038009643555,,0.6483314633369446,,0.8482808470726013,,0.3200426697731018,,2.4135587215423584,,,,,,,,,,
0,,,,,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7324077486991882,0.7586830854415894,0.7029666900634766,0.6367583274841309,0.8312228918075562,2.4495978355407715,0.5680830478668213,0.6613771915435791,0.8139264583587646,0.4062103033065796
0,3.0955324172973633,,0.00020000057702418417,,322,,,,,,,,,0.6476121544837952,,0.6174798607826233,,0.5634174346923828,,0.7758941650390625,,0.6511008739471436,,0.7913575172424316,,0.8313257694244385,,0.9544711112976074,,0.5183780789375305,,3.0955324172973633,,,,,,,,,,,
1,,2.3136801719665527,,0.00019999999494757503,349,,,,,,,,,,0.75,,0.7333333492279053,,0.5833333134651184,,0.8999999761581421,,0.7416666746139526,,0.5724074244499207,,0.5158835649490356,,0.9045506715774536,,0.32083845138549805,,2.3136801719665527,,,,,,,,,,
1,,1.7463672161102295,,0.00019999999494757503,399,,,,,,,,,,0.7666666507720947,,0.8500000238418579,,0.6833333373069763,,0.9333333373069763,,0.8083333373069763,,0.47327086329460144,,0.40834033489227295,,0.6838546991348267,,0.18090127408504486,,1.7463672161102295,,,,,,,,,,
