epoch,loss_cls_epoch,loss_cls_step,lr_epoch,lr_step,step,test_acc_epoch,test_acc_step,test_loss0,test_loss1,test_loss2,test_loss3,test_loss_epoch,test_loss_step,train_acc0_epoch,train_acc0_step,train_acc1_epoch,train_acc1_step,train_acc2_epoch,train_acc2_step,train_acc3_epoch,train_acc3_step,train_acc_epoch,train_acc_step,train_loss0_epoch,train_loss0_step,train_loss1_epoch,train_loss1_step,train_loss2_epoch,train_loss2_step,train_loss3_epoch,train_loss3_step,train_loss_epoch,train_loss_step,val_acc,val_acc0,val_acc1,val_acc2,val_acc3,val_loss,val_loss0,val_loss1,val_loss2,val_loss3
0,,9.699930191040039,,0.00019999999494757503,49,,,,,,,,,,0.3499999940395355,,0.36666667461395264,,0.46666666865348816,,0.36666667461395264,,0.38749998807907104,,2.5875253677368164,,2.2095863819122314,,2.179842233657837,,2.7229771614074707,,9.699930191040039,,,,,,,,,,
0,,7.259181022644043,,0.00019999999494757503,99,,,,,,,,,,0.3499999940395355,,0.44999998807907104,,0.4833333194255829,,0.4000000059604645,,0.4208333194255829,,1.725014567375183,,1.6159361600875854,,1.3173128366470337,,2.600917100906372,,7.259181022644043,,,,,,,,,,
0,,5.446564674377441,,0.00019999999494757503,149,,,,,,,,,,0.3499999940395355,,0.38333332538604736,,0.44999998807907104,,0.4166666567325592,,0.4000000059604645,,1.3292460441589355,,1.3690317869186401,,1.3651753664016724,,1.383111596107483,,5.446564674377441,,,,,,,,,,
0,,4.472624778747559,,0.00019999999494757503,199,,,,,,,,,,0.4833333194255829,,0.4333333373069763,,0.5166666507720947,,0.4833333194255829,,0.4791666567325592,,1.0117279291152954,,1.1793416738510132,,1.0253742933273315,,1.2561808824539185,,4.472624778747559,,,,,,,,,,
0,,4.157202243804932,,0.00019999999494757503,249,,,,,,,,,,0.4833333194255829,,0.4166666567325592,,0.5666666626930237,,0.5333333611488342,,0.5,,1.0798218250274658,,1.0408446788787842,,1.0207194089889526,,1.0158162117004395,,4.157202243804932,,,,,,,,,,
0,,,,,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47447463870048523,0.4434302747249603,0.42517513036727905,0.5720653533935547,0.45722776651382446,4.188570499420166,1.0667353868484497,1.080796718597412,0.9747416377067566,1.0662964582443237
0,6.6929030418396,,0.00020000043150503188,,274,,,,,,,,,0.4219271242618561,,0.4224122166633606,,0.493845134973526,,0.4022800326347351,,0.43511611223220825,,1.5866072177886963,,1.672408938407898,,1.5601019859313965,,1.8737822771072388,,6.6929030418396,,,,,,,,,,,
1,,4.15570068359375,,0.00019999999494757503,299,,,,,,,,,,0.44999998807907104,,0.4166666567325592,,0.5166666507720947,,0.5333333611488342,,0.4791666567325592,,1.0521118640899658,,1.0662068128585815,,1.016992211341858,,1.0203897953033447,,4.15570068359375,,,,,,,,,,
1,,4.146646976470947,,0.00019999999494757503,349,,,,,,,,,,0.44999998807907104,,0.30000001192092896,,0.5166666507720947,,0.5166666507720947,,0.44583332538604736,,1.0352904796600342,,1.0616374015808105,,1.0107502937316895,,1.0389689207077026,,4.146646976470947,,,,,,,,,,
1,,4.186677932739258,,0.00019999999494757503,399,,,,,,,,,,0.5833333134651184,,0.4333333373069763,,0.5,,0.4166666567325592,,0.4833333194255829,,1.030029296875,,1.052026391029358,,1.0397298336029053,,1.0648925304412842,,4.186677932739258,,,,,,,,,,
1,,4.028771877288818,,0.00019999999494757503,449,,,,,,,,,,0.5333333611488342,,0.5166666507720947,,0.5166666507720947,,0.4833333194255829,,0.512499988079071,,0.9533854126930237,,1.0402384996414185,,1.0336507558822632,,1.0014973878860474,,4.028771877288818,,,,,,,,,,
1,,4.2044677734375,,0.00019999999494757503,499,,,,,,,,,,0.44999998807907104,,0.5333333611488342,,0.46666666865348816,,0.4166666567325592,,0.46666666865348816,,1.0588500499725342,,1.0127074718475342,,1.0602620840072632,,1.0726481676101685,,4.2044677734375,,,,,,,,,,
1,,4.205164432525635,,0.00019999999494757503,549,,,,,,,,,,0.4117647111415863,,0.6078431606292725,,0.5490196347236633,,0.4117647111415863,,0.4950980246067047,,1.109140396118164,,0.9826325178146362,,1.0105555057525635,,1.1028358936309814,,4.205164432525635,,,,,,,,,,
1,,,,,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49448099732398987,0.47336021065711975,0.45935046672821045,0.5720653533935547,0.4731479585170746,4.086193084716797,1.0414848327636719,1.0425139665603638,0.9676004648208618,1.0345942974090576
1,4.108791828155518,,0.00020000043150503188,,549,,,,,,,,,0.47086289525032043,,0.45988720655441284,,0.5700685381889343,,0.4577648341655731,,0.4896458685398102,,1.043012022972107,,1.0435466766357422,,0.976189374923706,,1.0460413694381714,,4.108791828155518,,,,,,,,,,,
2,,3.9580869674682617,,0.00019999999494757503,599,,,,,,,,,,0.4833333194255829,,0.5166666507720947,,0.6166666746139526,,0.46666666865348816,,0.5208333134651184,,1.0549235343933105,,1.0030924081802368,,0.9132466912269592,,0.9868245720863342,,3.9580869674682617,,,,,,,,,,
2,,4.000247955322266,,0.00019999999494757503,649,,,,,,,,,,0.6000000238418579,,0.5333333611488342,,0.5333333611488342,,0.5,,0.5416666865348816,,0.9841145873069763,,0.9958333373069763,,1.0047403573989868,,1.0155599117279053,,4.000247955322266,,,,,,,,,,
2,,4.242822170257568,,0.00019999999494757503,699,,,,,,,,,,0.3333333432674408,,0.5166666507720947,,0.5166666507720947,,0.4333333373069763,,0.44999998807907104,,1.1084920167922974,,1.0476806163787842,,1.0534708499908447,,1.033178687095642,,4.242822170257568,,,,,,,,,,
2,,4.0201416015625,,0.00019999999494757503,749,,,,,,,,,,0.4833333194255829,,0.5,,0.6166666746139526,,0.38333332538604736,,0.4958333373069763,,1.026391625404358,,1.0165201425552368,,0.88671875,,1.0905110836029053,,4.0201416015625,,,,,,,,,,
2,,4.145430564880371,,0.00019999999494757503,799,,,,,,,,,,0.44999998807907104,,0.4333333373069763,,0.46666666865348816,,0.44999998807907104,,0.44999998807907104,,0.9993937015533447,,1.0844522714614868,,1.0257893800735474,,1.0357950925827026,,4.145430564880371,,,,,,,,,,
2,,,,,824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49209296703338623,0.466779887676239,0.4544682800769806,0.5718531012535095,0.4752706289291382,4.071125507354736,1.0432610511779785,1.0372272729873657,0.970975399017334,1.0196616649627686
2,4.076247692108154,,0.00020000043150503188,,824,,,,,,,,,0.47680553793907166,,0.4654053747653961,,0.5708568096160889,,0.46637558937072754,,0.49486082792282104,,1.0345460176467896,,1.037719488143921,,0.9706308245658875,,1.0333521366119385,,4.076247692108154,,,,,,,,,,,
3,,4.114510536193848,,0.00019999999494757503,849,,,,,,,,,,0.4333333373069763,,0.4833333194255829,,0.5833333134651184,,0.4333333373069763,,0.4833333194255829,,1.0671875476837158,,1.042565941810608,,0.9545857906341553,,1.0501708984375,,4.114510536193848,,,,,,,,,,
3,,3.8812479972839355,,0.00019999999494757503,899,,,,,,,,,,0.46666666865348816,,0.46666666865348816,,0.6833333373069763,,0.5166666507720947,,0.5333333611488342,,1.0248209238052368,,0.964520275592804,,0.8698933720588684,,1.0220133066177368,,3.8812479972839355,,,,,,,,,,
3,,4.047642230987549,,0.00019999999494757503,949,,,,,,,,,,0.6333333253860474,,0.4333333373069763,,0.46666666865348816,,0.4833333194255829,,0.5041666626930237,,0.9676798582077026,,1.0746318101882935,,1.0314534902572632,,0.973876953125,,4.047642230987549,,,,,,,,,,
3,,4.0828857421875,,0.00019999999494757503,999,,,,,,,,,,0.46666666865348816,,0.4000000059604645,,0.6333333253860474,,0.44999998807907104,,0.48750001192092896,,1.006445288658142,,1.0985311269760132,,0.9613606929779053,,1.0165486335754395,,4.0828857421875,,,,,,,,,,
3,,4.028771877288818,,0.00019999999494757503,1049,,,,,,,,,,0.5166666507720947,,0.46666666865348816,,0.5166666507720947,,0.5,,0.5,,0.9921630620956421,,0.964672863483429,,1.0468831062316895,,1.0250529050827026,,4.028771877288818,,,,,,,,,,
3,,3.955082893371582,,0.00019999999494757503,1099,,,,,,,,,,0.5098039507865906,,0.5686274766921997,,0.4901960790157318,,0.5882353186607361,,0.5392156839370728,,0.9918715357780457,,0.9490320682525635,,1.008535385131836,,1.0056439638137817,,3.955082893371582,,,,,,,,,,
3,,,,,1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49442794919013977,0.457440048456192,0.4739970266819,0.5720653533935547,0.4742093086242676,4.063732624053955,1.0445693731307983,1.036226511001587,0.9619430899620056,1.0209932327270508
3,4.047382354736328,,0.00020000043150503188,,1099,,,,,,,,,0.48863017559051514,,0.47231823205947876,,0.5710994005203247,,0.4708022475242615,,0.500712513923645,,1.0240113735198975,,1.0306909084320068,,0.9664324522018433,,1.0262492895126343,,4.047382354736328,,,,,,,,,,,
4,,4.078417778015137,,0.00019999999494757503,1149,,,,,,,,,,0.46666666865348816,,0.5166666507720947,,0.4833333194255829,,0.4000000059604645,,0.46666666865348816,,0.9978393316268921,,1.0117838382720947,,1.0161254405975342,,1.0526692867279053,,4.078417778015137,,,,,,,,,,
4,,4.129176616668701,,0.00019999999494757503,1199,,,,,,,,,,0.4000000059604645,,0.5666666626930237,,0.6000000238418579,,0.4333333373069763,,0.5,,1.1552734375,,0.9515238404273987,,0.9189615845680237,,1.103417992591858,,4.129176616668701,,,,,,,,,,
4,,4.004744529724121,,0.00019999999494757503,1249,,,,,,,,,,0.5333333611488342,,0.5666666626930237,,0.5166666507720947,,0.5,,0.5291666388511658,,0.9799234867095947,,0.9668050408363342,,1.046838402748108,,1.0111775398254395,,4.004744529724121,,,,,,,,,,
4,,4.157202243804932,,0.00019999999494757503,1299,,,,,,,,,,0.5,,0.44999998807907104,,0.5166666507720947,,0.5166666507720947,,0.4958333373069763,,1.0565266609191895,,1.106958031654358,,0.9969238042831421,,0.9967936277389526,,4.157202243804932,,,,,,,,,,
